업소명,소재지(도로명),소재지(지번),소재지전화
감골식당,부산광역시 연제구 월드컵대로111번길 6-16 (연산동),부산광역시 연제구 연산동 709번지 17호  , 051- 863-1238
화로숯불갈비촌,부산광역시 연제구 월드컵대로145번길 98 (연산동),부산광역시 연제구 연산동 1492번지 12호  , 051- 868-4401
등대수산 막썰어횟집,부산광역시 연제구 월드컵대로111번길 7 (연산동),부산광역시 연제구 연산동 710번지 22호  ,051 -867 -7312
정가네집밥,부산광역시 연제구 월드컵대로 168 (연산동),부산광역시 연제구 연산동 1141번지 37호  ,051 -853 -1500
작은영토,"부산광역시 연제구 과정로 261 (연산동,연산8동)",부산광역시 연제구 연산동 380번지 6호 연산8동 , 051- 862-2330
단골집,부산광역시 연제구 중앙대로1038번길 19 (연산동),부산광역시 연제구 연산동 1595번지 12호  ,051 -868 -0545
홍기와식당,부산광역시 연제구 마곡천로 3-1 (연산동),부산광역시 연제구 연산동 1938번지 20호  , 051- 851-1604
울산고래식당,부산광역시 연제구 과정로191번길 7 (연산동),부산광역시 연제구 연산동 418번지 2호  , 051- 753-9621
오복 식육식당,부산광역시 연제구 안연로8번길 40 (연산동),부산광역시 연제구 연산동 400번지 4호  ,051 -751 -2922
썬더치킨연산4호,부산광역시 연제구 과정로 226 (연산동),부산광역시 연제구 연산동 399번지 10호  ,051 -758 -1877
경주박가국밥,부산광역시 연제구 고분로 232 (연산동),부산광역시 연제구 연산동 480번지 2호  , 051- 759-8202
촌칭구짬뽕,부산광역시 연제구 좌수영로 314 (연산동),부산광역시 연제구 연산동 463번지 38호  ,
토곡할매칼국수,부산광역시 연제구 과정로191번가길 70 (연산동),부산광역시 연제구 연산동 406번지 23호  , 051- 751-9639
초당,부산광역시 연제구 과정로 226 (연산동),부산광역시 연제구 연산동 399번지 10호  ,051 -754 -9992
도쿠리,부산광역시 연제구 고분로13번길 20 (연산동),부산광역시 연제구 연산동 630번지 16호  ,051 -868 -9925
마산아구찜,부산광역시 연제구 쌍미천로 94-1 (연산동),부산광역시 연제구 연산동 1139번지 3호  , 051- 861-1487
산내 다슬기 해장국,부산광역시 연제구 월드컵대로120번길 3-7 (연산동),부산광역시 연제구 연산동 739번지 19호  , 051- 866-6082
순이식당,부산광역시 연제구 고분로 15 (연산동),부산광역시 연제구 연산동 760번지 12호  , 051- 865-8879
청담횟집,부산광역시 연제구 중앙대로1120번길 9 (연산동),부산광역시 연제구 연산동 675번지 17호  , 051- 852-2500
닭갈비나라정,부산광역시 연제구 쌍미천로161번길 29 (연산동),부산광역시 연제구 연산동 620번지 18호  ,
모모스테이크,부산광역시 연제구 반송로 14 (연산동),부산광역시 연제구 연산동 728번지 2호  , 051- 863-1715
연산화성갈비,부산광역시 연제구 중앙대로 1116-8 (연산동),부산광역시 연제구 연산동 726번지 13호  , 051- 868-0095
부일중국관,부산광역시 연제구 중앙대로1235번길 9 (거제동),부산광역시 연제구 거제동 114번지 26호  , 051- 504-1600
지리산흙돼지,부산광역시 연제구 거제시장로 21 (거제동),부산광역시 연제구 거제동 602번지 7호  , 051- 868-3719
해광참가자미,부산광역시 연제구 거제천로87번길 15-2 (거제동),부산광역시 연제구 거제동 485번지 7호  ,051 -861 -7277
남경반점,부산광역시 연제구 배산로 27 (연산동),부산광역시 연제구 연산동 2123번지 18호  , 051- 865-1178
팔미초밥,"부산광역시 연제구 월드컵대로119번길 8, 팔미빌딩 2층 (연산동)",부산광역시 연제구 연산동 701번지 8호 팔미빌딩 , 051- 865-0160
오성식당,부산광역시 연제구 고분로13번길 47-1 (연산동),부산광역시 연제구 연산동 590번지 20호  , 051- 861-6148
대한고기만세,부산광역시 연제구 고분로13번길 64 (연산동),부산광역시 연제구 연산동 615번지 99호  , 051- 853-0790
본가아구찜,부산광역시 연제구 고분로 47 (연산동),부산광역시 연제구 연산동 330번지 3호  , 051- 862-0198
강원감자탕,부산광역시 연제구 과정로344번길 6 (연산동),부산광역시 연제구 연산동 307번지 19호  , 051- 863-2442
돼지왕순대국밥,부산광역시 연제구 월드컵대로119번길 11 (연산동),부산광역시 연제구 연산동 709번지 14호  , 051- 861-4361
갑산식당,부산광역시 연제구 과정로 281 (연산동),부산광역시 연제구 연산동 370번지 2호  , 051- 852-6589
통영막썰어회센타,부산광역시 연제구 월드컵대로 17 (연산동),부산광역시 연제구 연산동 787번지 20호  , 051- 861-4210
울산식당,부산광역시 연제구 월드컵대로 29 (연산동),부산광역시 연제구 연산동 775번지 5호  , 051- 866-9319
동키치킨,부산광역시 연제구 중앙대로1038번길 20 (연산동),부산광역시 연제구 연산동 1595번지 25호  , 051- 852-6004
일송,부산광역시 연제구 연안로 18-1 (연산동),부산광역시 연제구 연산동 458번지 32호  , 051- 758-7366
외식하기가장좋은집,부산광역시 연제구 연안로 15 (연산동),부산광역시 연제구 연산동 420번지 4호  ,051 -752 -8899
곱창22번지,부산광역시 연제구 과정로191번길 28 (연산동),부산광역시 연제구 연산동 415번지 22호  , 051- 758-4248
목촌 나주곰탕 왕갈비탕,부산광역시 연제구 과정로 127 (연산동),부산광역시 연제구 연산동 490번지 34호  ,051 -754 -9969
문현곱창,부산광역시 연제구 과정로 142 (연산동),부산광역시 연제구 연산동 480번지 7호  , 051- 752-2095
원할머니보쌈 부산망미점,부산광역시 연제구 과정로 105 (연산동),부산광역시 연제구 연산동 57번지 30호  , 051- 758-3455
이유수 피자샾,부산광역시 연제구 연안로13번길 41 (연산동),부산광역시 연제구 연산동 396번지 1호  , 051- 751-6325
고성식당,"부산광역시 연제구 안연로8번길 5 (연산동,연산9동)",부산광역시 연제구 연산동 392번지 19호 연산9동 , 051- 753-1318
용원식당,부산광역시 연제구 고분로 24 (연산동),부산광역시 연제구 연산동 636번지 28호  ,051 -866 -6673
우연식당,부산광역시 연제구 세병로 21 (연산동),부산광역시 연제구 연산동 585번지 60호  , 051- 868-3087
육화와육사시미,부산광역시 연제구 고분로31번길 24 (연산동),부산광역시 연제구 연산동 621번지 7호  , 051- 893-9719
서가앤쿡,부산광역시 연제구 반송로 8 (연산동),부산광역시 연제구 연산동 729번지 3호  ,051 -862 -4515
해조식당,부산광역시 연제구 중앙대로1150번길 37 (연산동),부산광역시 연제구 연산동 579번지 25호  , 051- 861-0042
명동식당,부산광역시 연제구 월드컵대로153번길 19 (연산동),부산광역시 연제구 연산동 1244번지 11호  , 051- 864-3962
조은참치,부산광역시 연제구 거제천로154번길 53 (연산동),부산광역시 연제구 연산동 1241번지 7호  ,051 -851 -4751
거제옥,부산광역시 연제구 거제대로272번길 22 (거제동),부산광역시 연제구 거제동 15번지 55호  ,051 -851 -8255
국제밀면,부산광역시 연제구 중앙대로1235번길 23-6 (거제동),부산광역시 연제구 거제동 242번지 23호  , 051- 501-5507
진영푸드(주)피자헛부산연산점,부산광역시 연제구 중앙대로 1176 (거제동),부산광역시 연제구 거제동 1470번지 14호  , 051- 864-3532
사리원,부산광역시 연제구 거제천로 174 (연산동),부산광역시 연제구 연산동 1141번지 8호  , 051- 867-1106
두레박,부산광역시 연제구 월드컵대로188번길 10 (거제동),부산광역시 연제구 거제동 23번지 27호  , 051- 865-5558
환타지아,부산광역시 연제구 교대로 12 (거제동),부산광역시 연제구 거제동 79번지 40호  , 051- 503-0236
청정횟집,부산광역시 연제구 교대로22번길 45 (거제동),부산광역시 연제구 거제동 121번지 26호  ,051 -505 -8711
장수촌,부산광역시 연제구 신촌로 2-1 (연산동),부산광역시 연제구 연산동 1342번지 37호  , 051- 852-5292
왕비생고기,부산광역시 연제구 거제시장로14번길 40 (거제동),부산광역시 연제구 거제동 457번지 12호  ,
아리랑,부산광역시 연제구 거제대로 156-1 (거제동),부산광역시 연제구 거제동 608번지 8호  , 051- 867-5603
초가네,부산광역시 연제구 거제천로87번길 17 (거제동),부산광역시 연제구 거제동 576번지 7호  ,051 -929 -0023
등나무집,부산광역시 연제구 거제대로138번길 21-1 (거제동),부산광역시 연제구 거제동 605번지 10호  , 051- 851-0535
진구 낙지볶음,부산광역시 연제구 중앙대로1043번길 4 (연산동),부산광역시 연제구 연산동 1358번지 13호  , 051- 864-0635
모던보이,부산광역시 연제구 거제천로 97 (거제동),부산광역시 연제구 거제동 457번지 43호  , 051- 864-2560
북경해물짜장,부산광역시 연제구 신금로23번길 53 (연산동),부산광역시 연제구 연산동 305번지 8호  , 051- 861-7417
솥뚜껑돼지고기집,부산광역시 연제구 과정로278번길 73 (연산동),부산광역시 연제구 연산동 345번지 2호  ,
참조은푸드,부산광역시 연제구 고분로143번길 14 (연산동),부산광역시 연제구 연산동 378번지 1호  ,
한성각,<REPLACE>,부산광역시 연제구 연산동 1969번지 4호  , 051- 855-5635
소문난횟집,부산광역시 연제구 연제로42번길 45 (연산동),부산광역시 연제구 연산동 1594번지 8호  ,051 -861 -2776
진미정,부산광역시 연제구 과정로226번길 19 (연산동),부산광역시 연제구 연산동 398번지 27호  ,
네네치킨 연산토곡점,부산광역시 연제구 과정로132번길 32 (연산동),부산광역시 연제구 연산동 487번지 2호  ,051 -755 -5636
상해관,"부산광역시 연제구 토곡로 6 (연산동,(1층일부))",부산광역시 연제구 연산동 479번지 18호 (1층일부) ,
호식이두마리치킨,"부산광역시 연제구 안연로8번길 11, 1층 (연산동)",부산광역시 연제구 연산동 398번지 3호  ,051 -754 -8288
명태구이,부산광역시 연제구 고분로 235 (연산동),부산광역시 연제구 연산동 477번지 6호  , 051- 758-5636
뷔페준 연제,부산광역시 연제구 고분로 233 (연산동),부산광역시 연제구 연산동 478번지 9호  , 051- 759-5071
미루집밥,부산광역시 연제구 좌수영로 308 (연산동),부산광역시 연제구 연산동 462번지 17호  ,051 -781 -0369
인생술집,부산광역시 연제구 고분로13번길 11 (연산동),부산광역시 연제구 연산동 603번지 29호  ,
오니기리와 이규동 연산동점,부산광역시 연제구 중앙대로 1110 (연산동),부산광역시 연제구 연산동 726번지 18호  , 051- 863-1240
이모포차,부산광역시 연제구 중앙대로 1116-4 (연산동),부산광역시 연제구 연산동 726번지 15호  ,
얼짱 이모네,부산광역시 연제구 고분로 7-2 (연산동),부산광역시 연제구 연산동 730번지 1호  ,051 -866 -0928
우럭다마,부산광역시 연제구 중앙대로1150번길 36 (연산동),부산광역시 연제구 연산동 585번지 1호  , 051- 864-2227
맛나 감자탕,부산광역시 연제구 중앙대로1150번길 41 (연산동),부산광역시 연제구 연산동 579번지 16호  ,051 -851 -4983
주식거래처,부산광역시 연제구 중앙대로1150번길 36 (연산동),부산광역시 연제구 연산동 585번지 1호  ,051 -868 -6504
친구,부산광역시 연제구 고분로 15 (연산동),부산광역시 연제구 연산동 760번지 12호  ,
후레스토랑,부산광역시 연제구 교대로11번길 3 (거제동),부산광역시 연제구 거제동 79번지 32호  , 051- 504-8309
대학성숯불갈비,부산광역시 연제구 교대로11번길 3 (거제동),부산광역시 연제구 거제동 79번지 32호  , 051- 503-9276
부잣집식당,부산광역시 연제구 거제대로286번길 15 (거제동),부산광역시 연제구 거제동 1번지 46호  ,051 -528 -5868
가야할매밀면,"부산광역시 연제구 월드컵대로145번길 32 (연산동,1층)",부산광역시 연제구 연산동 1279번지 1호 1층 , 051- 865-8017
얼큰해물우동,부산광역시 연제구 월드컵대로 166 (연산동),부산광역시 연제구 연산동 1141번지 40호  ,
상해관,부산광역시 연제구 아시아드대로46번길 15 (거제동),부산광역시 연제구 거제동 1025번지 0호  , 051- 503-9201
수성밀면,부산광역시 연제구 중앙대로1133번길 12 (연산동),부산광역시 연제구 연산동 1123번지 11호  , 051- 865-9868
마산아구찜,부산광역시 연제구 월드컵대로145번길 90 (연산동),부산광역시 연제구 연산동 1481번지 3호  , 051- 861-7110
대동국수,부산광역시 연제구 시청로32번길 9 (연산동),부산광역시 연제구 연산동 1505번지 53호  ,051 -757 -4432
